
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Novo
codex_workshop_published_bad			Falha ao publicar a prisão
codex_workshop_published_bad_msg		A tua prisão falhou ao ser publicada.
codex_workshop_published_bad_msg_new	A tua nova prisão falhou ao ser publicada. Tenta novamente.
codex_workshop_busy						Alguma mágia está acontecendo agora com o Steam. Aguarda que isso termine e tenta novamente.
codex_workshop_file_exists				Já publicaste numa prisão com esse nome. Escolhe um nome diferente.
codex_workshop_generic_fail				Falha ao publicar a prisão. Tenta novamente.
codex_workshop_download_bad				Falha ao transferir a prisão
codex_workshop_pa_workshop				Abrir a Oficina do Prison Architect
codex_workshop_agreement				Ao enviar este item, concordas com os [url=http://steamcommunity.com/sharedfiles/workshoplegalagreement]termos de serviço da Oficina[/url].

codex_options_timelapse					Time-Lapse
codex_timelapse_record					Iniciar Gravação
codex_timelapse_stop					Parar Gravação
codex_timelapse_camera					Modo da Câmara
codex_timelapse_resolution				Resolução
codex_timelapse_customresw				Largura personalizada
codex_timelapse_customresh				Altura personalizada
codex_timelapse_resolution				Resolução
codex_timelapse_fps						Taxa de reprodução
codex_timelapse_interval				Intervalo de captura
codex_timelapse_quality					Qualidade
codex_timelapse_unsupported				Este recurso está indisponível no seu hardware.
codex_timelapse_savesettings			Gravar Alterações

codex_timelapse_cam_zoom                Zoom
codex_timelapse_cam_fitmap              Ajustar ao mapa
codex_timelapse_cam_fitheight           Ajustar na altura
codex_timelapse_cam_fitwidth            Ajustar na largura
codex_timelapse_fps_value               *X FPS
codex_timelapse_quality_high            Alto
codex_timelapse_quality_med             Médio
codex_timelapse_quality_low             Baixo
codex_timelapse_interval_value          *X Minutos de jogo

codex_performance_running				Teste de desempenho em execução
codex_performance_time					Tempo Restante: *Ts
codex_performance_current				FPS Atual: *Tms
codex_performance_min					FPS Mínimo: *Tms
codex_performance_avg					FPS Médio: *Tms
codex_performance_max					FPS Máximo: *Tms
codex_performance_numframes				Quadros: *T

codex_last_modified						Última alteração: *T
codex_sortbydesc						Ordenar Por Data
codex_sortname							Nome
codex_sortdate							Data
codex_apply								Aplicar
codex_select                            Selecionar

codex_mods								Mods
codex_mod_activetitle					Mods ativas
codex_mod_inactivetitle					Mods disponíveis
codex_mod_deactivate					Desativar todas as mods
codex_mod_wiki							Encontrar mais mods (Wiki)
codex_mod_openmodsfolder				Abrir pasta de mods
codex_mod_moresteammods					Encontra mais mods (Oficina Steam)
codex_mod_findsteamtranslations         Encontra mais traduções (Oficina Steam)
codex_authortitle                       Autor
codex_versiontitle                      Versão
codex_datetitle                         Data
codex_urltitle                          URL
codex_typetitle							Tipo
codex_mod_graphicsandsound				Gráficos e Som
codex_mod_translation					Tradução
codex_mod_scenario						Cenário
codex_mod_content						Conteúdo
codex_mod_load_scenario					Jogar Cenário
codex_publishmod						Publicar esta mod

codex_mod_update						Atualizar esta mod
codex_mod_published_good				Mod publicada
codex_mod_published_good_msg			A tua mod foi publicada com sucesso.
codex_mod_published_bad					Erro ao publicar a mod
codex_mod_published_bad_msg				Falha ao publicar a mod.
codex_mod_modsupdated					Mods atualizadas
codex_mod_modsupdated_msg				Algumas das tuas mods ativas foram atualizadas. Clica em OK para aplicar as alterações. O jogo será salvo automaticamente.
codex_mod_translationcaption            Esta é uma tradução para outra lingua?

codex_language                          Idioma
codex_language_englishdefault           Inglês (Padrão)
codex_language_default                  Idioma padrão
codex_language_download                 Transferir
codex_language_failed_download          Falha ao transferir a tradução
codex_language_failed_download_msg      Ocorreu um erro ao transferir a tradução selecionada.
codex_language_searching_workshop       Procurando na Oficina Steam
codex_language_community                Estas traduções são criadas e mantidas pela comunidade - Obrigado!

codex_save_confirm                      Queres mesmo substituir *X com a prisão atual?
codex_researtchapter_confirm            Queres mesmo reiniciar o capítulo atual? O progresso não guardado será perdido.

# =============================================================================
# Graphics Change Confirmation
# =============================================================================

graphicschange_message					Queres manter estas opções gráficas? Estas alterações serão revertidas em
graphicschange_time						segundos.
graphicschange_accept					Aceitar
graphicschange_revert					Reverter

# =============================================================================
# Script
# =============================================================================

scriptdebugger_title                    Analisador de script (F3)

# =============================================================================
# Mod Confirmation
# =============================================================================

modnotification_title                   Diferenças encontradas na mod
modnotification_info                    Estas mods foram utilizadas quando a prisão atual foi salva. É recomendável baixar e ativá-las antes de carregar esta prisão.
modnotification_playnow                 Jogar agora
modnotification_active                  Ativa
modnotification_inactive                Inativa
modnotification_new                     Nova
modnotification_unknown                 Desconhecida
modnotification_popup_title             Diferença de mod
modnotification_popup_active            Esta mod está ativa no momento. Clica para desativar.
modnotification_popup_inactive          Esta mod está inativa no momento. Clica para ativar.
modnotification_popup_new_url           Esta é uma nova mod. Clica para abrir o link no navegador.
modnotification_popup_new_steam         Esta é uma nova mod do Steam. Clica para te inscreveres e baixar a mod agora.
modnotification_popup_unknown           Não foi possível determinar a origem dessa mod. Encontra e instala essa mod manualmente.

# =============================================================================
# Biography
# =============================================================================

biography_search                        Parar e revistar
biography_selected                      SELECIONADO
biography_prisoner_name                 *S, *F
biography_prisoner_number               Prisioneiro nº*X
biography_prisoner_age                  Idade: *X
biography_prisoner_traits               Características:
biography_prisoner_convicted            Condenado por *C (alegou *P)
biography_prisoner_sentenced            Sentenciado a *X anos de prisão
biography_parole_now                    Qualificado para liberdade condicional
biography_parole_later                  Estará qualificado para liberdade condicional em *X anos
biography_prisoner_served               Cumpriu *X anos
biography_prisoner_priors               Antecedentes: 


# =============================================================================
# Rap Sheet
# =============================================================================

rapsheet_age							Idade:
rapsheet_category						Categoria:
rapsheet_traits							Características conhecidas:
rapsheet_conviction_text				*C - *Y anos
rapsheet_found_text						(Alegado: *P)
rapsheet_convictions					Condenações
rapsheet_misconductstitle				Má conduta recente
rapsheet_biography                      Biografia
rapsheet_guilty							Culpado
rapsheet_notguilty						Inocente
rapsheet_served							Cumprido
rapsheet_served_time					Cumpriu *Y anos
rapsheet_time							*Y anos
rapsheet_bio							Sentenciado a *Y anos por *A.
rapsheet_bio_med						Sentenciado a *Y anos por vários crimes, incluindo *A e *B.
rapsheet_bio_long						Sentenciado a *Y anos por vários crimes, incluindo *A, *B e *C.
rapsheet_category_minsec				Segurança Mínima
rapsheet_category_normal				Segurança Média
rapsheet_category_maxsec				Segurança Máxima
rapsheet_category_protected             Custódia Preventiva
rapsheet_category_supermax              SuperMax
rapsheet_category_deathrow              Corredor da Morte
rapsheet_tab_biography                  Biografia
rapsheet_tab_experience                 Experiência
rapsheet_tab_grading                    Classificação
rapsheet_tab_character                  Carater
rapsheet_punish                         Punições
rapsheet_recruit                        Recrutar Informador

rapsheet_timeinside                     *X dias na sua prisão
rapsheet_timeinside_hours               *X horas na sua prisão
rapsheet_mood                           Humor
rapsheet_activity                       Atividade
rapsheet_condition                      Condição
rapsheet_program                        Programa
rapsheet_passchance                     Hipotese de sucesso
rapsheet_reformhistory                  Histórico de Programas de Reintegração

rapsheet_reform_success                 Sucesso
rapsheet_reform_successcount            Finalizado *X vezes
rapsheet_reform_failed                  Fracasso
rapsheet_reform_failcount               Reprovado *X vezes

rapsheet_grading_punishment             Punições
rapsheet_grading_health                 Saúde
rapsheet_grading_security               Segurança
rapsheet_grading_reform                 Reintegração
rapsheet_grading_points                 *X pontos: 
rapsheet_grading_penalties              *X penalidades: 

rapsheet_scheduleexecution              Execução agendada


punish_lockdown_6                       Trancar (6hrs)
punish_lockdown_12                      Trancar (12hrs)
punish_lockdown_24                      Trancar (24hrs)
punish_solitary_6                       Solitária (6hrs)
punish_solitary_12                      Solitária (12hrs)
punish_solitary_24                      Solitária (24hrs)
punish_solitary_perm                    Solitária (Permanente)
punish_lockdown_perm                    Trancar (Permanente)
punish_solitary                         Solitária
punish_lockdown                         Fechar celas
punish_none                             Nenhum
punish_timer                            *Xh *Ym
punish_timer_minutes                    *Xm
punish_active                           ATIVA
punish_permanent                        (Permanente)
punish_end                              Terminar punição

# =============================================================================
# Misconducts
# =============================================================================

misconduct_reporttype_none                  Nenhum
misconduct_reporttype_complaint             Reclamação
misconduct_reporttype_destruction           Destruição
misconduct_reporttype_escapeattempt         Tentativa de fuga
misconduct_reporttype_injuredprisoner       Ataque a prisioneiros
misconduct_reporttype_injuredstaff          Ataque a funcionários
misconduct_reporttype_seriousinjury         Agressão violenta
misconduct_reporttype_murder                Assassinato
misconduct_reporttype_contrabandweapons     Encontrar armas
misconduct_reporttype_contrabandtools       A Transportar ferramentas
misconduct_reporttype_contrabandnarcotics   A Transportar drogas
misconduct_reporttype_contrabandluxuries    A Transportar itens de luxo
misconduct_reporttype_intoxicated           Intoxicação
misconduct_title                            =[Más Condutas]=

misconduct_report_addiction                 Viciado em *X
misconduct_report_recoving                  Desintoxicando de *X
misconduct_report_alcoholic                 Alcoólico
misconduct_report_recovingalcoholic         Desintoxicando do alcoolismo


# =============================================================================
# Research Names + Captions
# =============================================================================

research_required                       Precisas de *X para elaborar esse relatório.
research_requireunlock                  Deves pesquisar '*X' para desbloquear este relatório
research_approved                       APROVADO
research_cost                           Custo: *X
research_costperitem                    + *X por item.
research_timetounlock                   Tempo restante: *X horas
research_movementpenalty                Penalidade no movimento: *X%
research_protectionbonus                Proteção: *X%
research_tap_to_authorise               TOQUE PARA AUTORIZAR

research_none                           Nenhum
research_warden                         Diretor
research_maintainance                   Manutenção
research_security                       Segurança
research_legal                          Jurídico
research_mentalhealth                   Psicologia
research_finance                        Finanças
research_landexpansion                  Expansão de propriedade
research_cctv                           Vigilância
research_riotguards                     Policia de choque
research_health                         Saúde
research_cleaning                       Limpeza
research_groundskeeping                 Jardinagem
research_clone                          Clonagem
research_deployment                     Ação
research_patrols                        Rondas
research_dogs                           Cães
research_prisonlabour                   Trabalho prisional
research_education                      Educação
research_contraband                     Inteligência
research_policy                         Política Prisional
research_armoury                        Arsenal
research_bodyarmour                     Colete
research_tazers                         Tasers
research_tazersforeveryone              Tasers distribuidos
research_bankloans                      Empréstimo bancário
research_lowertaxes1                    Isenção de impostos
research_lowertaxes2                    Paraíso fiscal
research_remoteaccess                   Acesso remoto
research_extragrant                     Subsídio extraordinário
research_advancedmanagement             Microgeração
research_deathrow                       Corredor da Morte
research_permanentpunishment            Punições permanentes
research_removemincellsize              Celas pequenas
research_reduceexecutionliability       Redução da responsabilidade de execução
research_legalprep                      Estudo legal
research_legaldefense                   Defesa legal

researchtooltip_warden                  Desbloqueia o Diretor e todo o sistema Burocrático. Contrata-o a partir da barra de ferramentas da Equipa.\n\nComo todos os Administradores, ele requer um escritório para trabalhar.
researchtooltip_security                Desbloqueia o Chefe da Segurança, que pode ser contratado a partir da barra de ferramentas de Equipa. O chefe dá acesso ao ecrã Alocação e a um relatório em tempo real do nível de perigo da tua prisão, geralmente prevendo futuros problemas.\
researchtooltip_maintenance             Desbloqueia o Mestre de Obras. Contrata-o a partir da barra de ferramentas da Equipa.\n\nComo qualquer Administrativo, ele precisa de um escritório para trabalhar.
researchtooltip_legal                   Desbloqueia o Advogado, que pode ser contratado através da barra de ferramentas da Equipa. Desbloqueia várias opções de pesquisa que lhe dão maior controlo sobre a prisão.\n\nComo qualquer Administrativo, ele precisa de um escritório para trabalhar.
researchtooltip_deployment              Desbloqueia a visão de Alocação na barra de ferramentas principal e permite que atribuas Guardas aos setores da prisão.
researchtooltip_patrols                 Permite que definas rondas em áreas cruciais da prisão (como no perímetro) e designes guardas para patrulhar essas áreas.
researchtooltip_dogs                    Desbloqueia o Treinador de cães e o Cão de Guarda. Eles são peritos em detetar o contrabando e os túneis de fuga na prisão.\n\nOs cães também são muito rápidos, o que permite que eles persigam os prisioneiros com facilidade.
researchtooltip_cctv                    Desbloqueia câmeras CITV e os monitores de segurança. Usa-os para vigiar partes da prisão não cuidadas por humanos. Também desbloqueia o sistema de Escuta Telefónica, o qual permite que oiças as conversas telefónicas dos prisioneiros e a obtenção de informações importantes.
researchtooltip_remoteaccess            Desbloqueia equipamentos de alta tecnologia para controlo remoto e automação de portas. As portas podem ser abertas remotamente utilizando um Sistema de Controlo de Portas (operado por um Guarda) ou por um Temporizador em determinado período do dia.
researchtooltip_riotguards              (ATUALMENTE NÃO TEM FINALIDADE)\nDesbloqueia a Tropa de Choque. Estes tipos são blindados e conseguem lidar melhor com as situações violentas.
researchtooltip_maintainance            Desbloqueia o Mestre de Obras. Ele permite que pesquises outras coisas, como Trabalho Prisional, ou outros membros da equipa, como o Jardineiro.\n\nComo qualquer Administrativo, ele precisa de um escritório para trabalhar.
researchtooltip_clone                   Desbloqueia a ferramenta de clonar na barra de ferramentas principal. Usa essa ferramenta para duplicar rapidamente áreas da prisão, tais como as celas. Para usar, seleciona a região a ser copiada com um arrasto do rato segurando o botão direito e de seguida clica com o esquerdo para carimbar uma cópia.
researchtooltip_groundskeeping          Desbloqueia o Jardineiro. Ele manterá limpas as áreas externas.
researchtooltip_cleaning                Desbloqueia o técnico de limpeza. Ele manterá limpas todas as áreas internas da sua prisão e também poderá ajudar nos serviços da Lavandaria.
researchtooltip_health                  Desbloqueia o Médico, em conjunto com a Enfermaria e a Morgue. Prisioneiros e funcionários feridos serão levados para a Enfermaria e os Médicos irão curá-los.
researchtooltip_MentalHealth            Desbloqueia o Psicólogo, que fornece informações valiosas sobre o estado psicológico dos prisioneiros a qualquer momento.\n\nComo qualquer Administrativo, ele precisa de um escritório para trabalhar.
researchtooltip_finance                 Desbloqueia a Contabilista que te dá acesso ao relatório financeiro da prisão.\n\nTambém permite que gastes mais do que o teu rendimento diário te permitiria, desde que tenhas  saldo positivo.\n\nComo qualquer Administrativo, ela precisa de um escritório para trabalhar.
researchtooltip_landexpansion           Autoriza a compra de lotes de terrenos vizinhos e, portanto, expande o tamanho da prisão para além dos limites iniciais.
researchtooltip_prisonlabour            Permite que coloques os prisioneiros a trabalhar na prisão (cozinhar, limpar, etc), economizando nos salários dos funcionários, ganhando dinheiro e ensinando aos prisioneiros novas competências ao mesmo tempo.\n\nTambém desbloqueia a Oficina e a Lavandaria.
researchtooltip_education               Permite que disponibilizes programas de reintegração educacional para os prisioneiros, utilizando professores subcontratados.
researchtooltip_contraband              Treino para que os Guardas fiquem melhores a controlar e recuperar contrabandos. Desbloqueia o relatório de Oferta e Procura de contrabando, o ecrã de Contrabando (que mostra todos os locais de roubos possíveis dentro da tua prisão) e controla todos os contrabandos recuperados até ao local onde foram passados ou roubados.\n\nTambém desbloqueia a capacidade de recrutar prisioneiros como Informantes Confidenciais.\n\nTambém desbloqueia a apresentação de inteligência de gangue.
researchtooltip_policy                  Desbloqueia o Relatório de Política, permitindo que aumentes ou diminuas a punição para todos os tipos de más condutas, bem como ativar automaticamente a inspeção de prisioneiros malcomportados e das suas celas.\n\nTambém permite que controles a política de alimentação, alterando a quantidade e variedade de comida servida aos presos.
researchtooltip_armoury                 Desbloqueia o Arsenal e permite que tenhas guardas armados na tua prisão.
researchtooltip_bodyarmour              Equipa todos os teus Guardas, Guardas Armados e Treinadores de cães com coletes. Estes coletes ajudam a absorver danos durante uma luta, porém os guardas irão movimentar-se lentamente.\n\nOs guardas devem visitar o Arsenal para adquirir este equipamento, e todos os coletes comprados dessa maneira têm um custo.
researchtooltip_tazers                  Permite que os Guardas Armados carreguem Tasers, uma potente arma de tiro único que atordoa a maioria dos alvos instantaneamente. Tasers podem ser disparadas uma vez e requerem uma hora para recarregar.\n\nGuardas Armados devem visitar o Arsenal para obter este equipamento, e cada taser comprada dessa maneira tem um custo.
researchtooltip_tazersforeveryone       Alarga o programa de Tasers para que os Guardas normais também possam carregar uma Taser para defesa.\n\nEles devem visitar o Arsenal para adquirir esse equipamento e existe um custo por cada Taser adquirida dessa forma.
researchtooltip_bankloans               Permite que obtenhas grandes quantias de dinheiro emprestado do banco em troca de pagamentos diários de juros. Pagar os seus empréstimos faz com que o limite aumente e garante que depois obtens quantias ainda maiores.
researchtooltip_lowertaxes1             Aproveita os incentivos fiscais do governo e reduz a taxa efetiva do Imposto Institucional para 15%.\n\nReduzirás $ 1.500 em impostos por cada $ 10.000 de lucro diário.
researchtooltip_lowertaxes2             A tua contabilista fará todos os possíveis, movendo todas as tuas contas oficiais e documentos para um país estrangeiro com uma taxa muito atrativa. A tua taxa efetiva do Imposto Institucional cairá para próximo de 1%.\n\nPouparás um total de $ 3.000 em impostos para cada $ 10.000 de lucro diário.
researchtooltip_extragrant              Permite que tenhas até três subsídios ao mesmo tempo, em vez de dois.
researchtooltip_advancedmanagement      Fornece as ferramentas para gerir pontualmente aspectos da tua prisão para que satisfaça exatamente aos teus requisitos.\n\nDesbloqueia a logística de comida, permitindo que definas quais cozinhas cozinham para quais cantinas e em quais cantinas os prisioneiros devem comer. Da mesma maneira, a logística da Lavandaria permite redefinir quais blocos de celas são servidos por determinadas lavandarias.\n\nTambém desbloqueia a Agenda de Ações, para personalizar a distribuição de guardas em diferentes horários do dia.\n\nDesbloqueia a Agenda do Programa de Reintegração, para substituires manualmente a agenda diária de programas.
researchtooltip_permanentpunishment     Às vezes estar na prisão não significa estar limitado o suficiente. O teu advogado pode preencher a papelada necessária para que possas confinar prisioneiros numa cela, definitivamente.
researchtooltip_removemincellsize       As celas da sua prisão requerem um certo espaço para atender a requisitos legais. Imagina quantas celas a mais poderias criar caso isso não existisse! Remove os requisitos de tamanho mínimo para celas comuns.
researchtooltip_reduceexecutionliability O teu advogado batalha pela redução na força de acusação necessária para que os procedimentos do corredor da morte sejam iniciados. Reduz o número de recursos que um prisioneiro recebe antes de poderes agendar a sua execução.
researchtooltip_legalprep               Problemas acontecem em todas as prisões de vez em quando e alguns desses problemas têm sérias consequências legais. O teu advogado adiantará a papelada para ajudar a manter a situação sob controlo caso aconteça alguma coisa errada, porém isso precisa de ser feito antecipadamente.
researchtooltip_legaldefense            Estás numa situação complicada. Alguma coisa saiu errada e estás sob aviso. Se não fores capaz de controlar a situação, o teu advogado pode ajudar-te a escapar da forca. Ao completar essa pesquisa, todos os avisos que podem resultar na tua demissão serão removidos.

research_legaldefense_adviser1          Parece que o advogado preencheu alguns documentos que o protegem das consequências desta confusão. Acho que não posso despedir-te. Por enquanto.
research_legaldefense_adviser2          Retoma o controlo da prisão, imediatamente e garante que permanece na linha. Este truque não vai resultar novamente e não te protege para sempre.

research_missingadministrator           REQUER:



# =============================================================================
# Room Requirements
# =============================================================================

roomrequirement_required                REQUER:
roomrequirement_recommended             Recomendado:
roomrequirement_minimumsize             Tamanho mínimo *W x *H
roomrequirement_minimumsize_short	Tamanho *W x *H
roomrequirement_indoor                  Internos
roomrequirement_outdoor                 Externo
roomrequirement_solidground             Terra firme
roomrequirement_secure                  Seguro (atrás de pelo menos uma porta)
roomrequirement_secure_short		Seguro
roomrequirement_enclosed                Incluso (cercado por muros e portas)
roomrequirement_enclosed_short		Incluso
requirement_entrance                    Requer entrada
roomrequirement_title                   =[Requisitos do Setor]=
roomrequirement_passed                  [APROVADO] 
roomrequirement_failed                  [REPROVADO] 
roomrequirement_adjacentobject          Adjacente à sala: 

# =============================================================================
# Unlocks
# =============================================================================

unlock_title                            DESBLOQUEADO

unlock_special_electricity              Sistemas elétricos
unlock_special_food                     Preparação de alimentos
unlock_special_officersafety            Segurança do Oficial
unlock_special_misbehavior              Má conduta
unlock_special_accounting               Contabilidade
unlock_special_gangs                    Gangues

unlock_electricity_caption              Permite construir estações de energia e cabos elétricos, para fornecer eletricidade a todos os dispositivos que necessitam de  energia.


# =============================================================================
# Advisers
# =============================================================================

click_to_continue                       Clica para continuar...
incoming_call                           A receber chamada...

adviser_name_unknown                    Desconhecida
adviser_name_ceo                        O Presidente
adviser_name_warden                     O Diretor
adviser_name_governer                   O Governador
adviser_name_chief                      O Chefe de Segurança
adviser_name_doctor                     O Médico
adviser_name_kingpin                    O Chefe do Crime
adviser_name_edwardshooter              Edward
adviser_name_edwardsinner               Edward
adviser_name_edwardinmate               Edward
adviser_name_edwardswife                Susan, esposa de Edward
adviser_name_priest                     O Padre
adviser_name_newsreader                 CNDC Notícias
adviser_name_mayor 						Presidente de Câmara Calvin Heller


# =============================================================================
# Valuation, Reports etc
# =============================================================================

report_staff                            Equipa
report_prisoners                        Prisioneiros
report_jobs                             Trabalhos
report_needs                            Necessidades
report_threats                          Ameaças
report_regime                           Regime
report_policy                           Política
report_grants                           Subsídios
report_finance                          Finanças
report_valuation                        Avaliação
report_contraband                       Contrabando
report_programs                         Programas
report_schedule                         Agenda
report_intake                           Admissão

report_grants_bankloan                  Empréstimo bancário
report_grants_bankloan_text             Podes pedir emprestado grandes quantias no banco. Em troca, o banco irá cobrar juros a cada dia, que deves pagar através do fluxo de caixa.\n\nEnquanto fizeres pagamentos regulares, o limite de credito irá aumentar e o banco permitirá mais empréstimos. Porém, se deixares de pagar, a classificação de crédito será dizimada e o banco recusará novos empréstimos.\n\nObs.: o empréstimo nunca será amortizado só com o pagamento dos juros diários.
report_grants_max1                      Só podes aceitar um subsídio de cada vez.\nUtiliza a contabilista para aumentar este limite.
report_grants_max2                      Não podes aceitar mais que dois subsídios de cada vez.\nUtiliza a contabilista para aumentar este limite.
report_grants_max3                      Não podes aceitar mais que três subsídios de cada vez.
report_grants_bankloan_amount           Empréstimo Atual: *X
report_grants_bankloan_interest         *X juros por dia
report_grants_bankloan_max              Empréstimo máximo: *X
report_grants_creditrating              A tua pontuação de crédito: *X
report_grants_inprogress_tt             (EM PROGRESSO)
report_grants_completed_tt              (FINALIZADO)
report_grants_locked_tt                 (BLOQUEADO)
report_grants_advancepayment            *X pagamento adiantado
report_grants_completionbonus           *X bónus por concluir
report_grants_objectives                [Objetivos]
report_grants_prereqs                   [Pré-requisitos]
report_grants_completed                 FINALIZADO
report_grants_locked                    Bloqueado
report_grants_inprogress                Em curso
report_grants_hidden                    (*X escondidos)
report_grants_taptoaccept               TOCA PARA ACEITAR
report_grants_cancelfee                 Custo de cancelamento: *X

report_staff_title                      Equipa *X
report_prisoners_title                  Prisioneiros *X
report_staff_group_builders             Operários
report_staff_group_guards               Guardas
report_staff_group_staff                Equipa
report_staff_group_administrators       Administradores
report_staff_group_prisoners            Prisioneiros
report_staff_group_prisoners_high       Segurança Máxima
report_staff_group_prisoners_normal     Segurança Média
report_staff_group_prisoners_low        Segurança Mínima
report_staff_group_prisoners_protected  Custódia Preventiva
report_staff_group_prisoners_supermax   SuperMax
report_staff_group_prisoners_deathrow   Corredor da Morte

report_staff_fire                       DESPEDIR

report_intake_title                     Admissão
report_intake_catheader_cat             Categoria
report_intake_catheader_pay             Pagamento
report_intake_catheader_available       Disponível
report_intake_catheader_amount          Relação
report_intake_next_header               Próxima admissão: *X
report_intake_cat_minsec                Seg. Mín.
report_intake_cat_normal                Seg. Méd.
report_intake_cat_maxsec                Seg. Máx.
report_intake_cat_deathrow              Corredor da Morte
report_intake_slider_minsec             Ajusta a relação de admissão de Seg. Mín.
report_intake_slider_normal             Ajusta a relação de admissão de Seg. Méd.
report_intake_slider_maxsec             Ajusta a relação de admissão de Seg. Máx.
report_intake_slider_deathrow           Ajusta a relação de admissão do Corredor da Morte.
report_intake_closed                    FECHADO
report_intake_locked                    TRANCADO
report_intakemaxperdaydesc              Admissão diária
report_intakemaxperdaydesc_tooltip      A quantidade de prisioneiros que pretendes receber na próxima admissão
report_intakemaxperdaydecr              <<
report_intakemaxperdayincr              >>
report_intakemaxperdaynone              Nenhum
report_intakemaxperdayall               Todos
reports_intakedelivernow                Enviar agora
report_intakepayment                    Pagamento
report_intakeall                        TODOS
report_intake_list_tooltip_title        Categoria de Admissão
report_intake_list_tooltip              Uma lista de todas as categorias que podes receber na tua prisão.\n\nA pilha mostra o total de prisioneiros disponíveis para serem enviados em cada categoria. Esta quantidade crescerá ao longo do tempo dependendo da razão definida.\n\nPodes ajustar as barras deslizantes para alterar a proporção de categorias de prisioneiros que receberás na próxima admissão.
report_intake_list_tooltip_dr           \n\nPrisioneiros no Corredor da Morte precisam de uma cela específica para Corredor da Morte antes de serem transferidos para sua prisão. O fluxo de Corredor da Morte é bem mais lento que um fluxo normal e nem sempre haverá um aumento na fila do Corredor da Morte. Esses prisioneiros são a minoria.
report_intake_buttons_tooltip_title     Próxima admissão
report_intake_buttons_tooltip           Podes aumentar ou diminuir o número de prisioneiros que desejas receber na próxima admissão através desta seção.\n\nSelecionar "Nenhum" irá fechar a prisão para novos prisioneiros, enquanto que selecionar "Todos" receberás todos os prisioneiros disponíveis.\n\nO número de prisioneiros de cada categoria é ajustado com as barras deslizantes acima.
report_intake_overview_tooltip_title    Visão Geral da Admissão
report_intake_overview_tooltip          Aqui podes ver a próxima entrega de prisioneiros e o valor que irás receber. A quantidade de prisioneiros a receber e as suas categorias podem ser alteradas com as barras e botões acima. O valor do pagamento é baseado no número de prisioneiros em cada categoria.

valuation_categoryprison                Valor da prisão
valuation_construction                  Tijolos e argamassa
valuation_objects                       Instalações e mobiliário
valuation_stock                         Stock e materiais
valuation_staff                         Equipa
valuation_startupgrant                  Subsídio Inicial
valuation_capacity                      Capacidade de prisioneiros
valuation_cash                          Dinheiro
valuation_debt                          Empréstimos bancários
valuation_categoryperformance           Proteção e segurança
valuation_bonustimewithoutincident      [Bónus] Tempo sem incidentes
valuation_finedeath                     [Penalidade] Mortes em 24h
valuation_fineescape                    [Penalidade] Fugas em 24h
valuation_total                         TOTAL
valuation_sell                          VENDER
valuation_sellprison                    VENDER PRISÃO
valuation_sell_tooltip                  Vender a sua prisão permitirá que utilizes os lucros da prisão e comeces uma nova com um valor financeiro maior.\n\nAinda poderás gerir essa prisão, mas só podes vendê-la uma vez. Todo o lucro da venda será transferido para o teu novo local. 
valuation_sold                          Esta prisão foi vendida por *X
valuation_donotown                      Não podes vender essa prisão, pois não és dono dela.
valuation_sellsome                      Vender ações
valuation_buysome                       Comprar ações
valuation_shares                        Comprar e Vender Ações
valuation_shares_tooltip                Podes negociar até 50% da prisão como ações para investidores externos. Serás pago em dinheiro de imediato. Como retorno do investimento deles, os acionistas receberão uma fração do valor total de venda quando venderes a prisão.\n\nExemplo: se venderes 30% de ações da prisão, só receberás 70% do valor da venda final. Podes comprar ações de volta que tenhas vendido anteriormente, mas o custo poderá ser mais alto que o valor anterior que recebeste da venda.
valuation_ownership                     Deténs *X% da prisão
valuation_saleprice                     Valor de Venda: *X
valuation_title                         =[AVALIAÇÃO]=
valuation_totalprisonvalue              Valor total da prisão: *X
valuation_subcashreserves               - dinheiro em reserva: *X
valuation_tenpercentprice               Valor por 10%: *X
valuation_profit                        Teu Lucro: *X
valuation_tap_to_authorise              TOCA PARA AUTORIZAR

salecondition_title                     REQUISITOS DE VENDA
salecondition_cannotsell                Não podes vender a prisão ou negociar ações até que os requisitos abaixo sejam atendidos.
salecondition_minimumvalue              Valor mínimo de $ 50.000
salecondition_cashflow                  Fluxo de caixa positivo
salecondition_accountant                Contabilista no local
salecondition_minprisoners              No mínimo 20 prisioneiros
salecondition_recentdeaths              Sem mortes recentes
salecondition_recentescapes             Sem fugas recentes
salecondition_passed                    [APROVADO] 
salecondition_failed                    [REPROVADO] 

policy_title                            INCIDENTE
policy_search                           - REVISTA -
policy_prisoner                         ELE
policy_cell                             CELA
policy_punishment                       PUNIÇÃO
policy_quantity                         VEZES
policy_punishmenttime                   *X hrs
policy_mealcost                         $*X / dia
policy_totalmealcost                    (TOTAL: $*X / dia)

job_construct                           Construir *X
job_installobject                       Instalar *X
job_installobjectinroom                 Instalar *X em *Y
job_moveobject                          Mover *X
job_moveobjecttoroom                    Mover *X para *Y
job_loadobjectinto                      Colocar *X em *Y
job_storeobject                         Armazenar *X em *Y
job_dismantleobject                     Desmontar *X
job_dumpobject                          Deitar fora *X
job_repairobject                        Reparar *X
job_operateequipment                    Operar *X
