
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Novo

codex_language                          Idioma
codex_language_englishdefault           Inglês (Padrão)
codex_language_default                  Idioma padrão
codex_language_download                 Baixar
codex_language_failed_download          Falha ao baixar a tradução
codex_language_failed_download_msg      Ocorreu um erro ao baixar a tradução selecionada.
codex_language_searching_workshop       Procurando na Oficina Steam
codex_language_community                Estas traduções são criadas e mantidas pela comunidade - Obrigado!

codex_save_confirm                      Quer mesmo substituir *X com a prisão atual?
codex_researtchapter_confirm            Quer mesmo reiniciar o capítulo atual? O progresso não salvo será perdido.

# =============================================================================
# Graphics Change Confirmation
# =============================================================================

graphicschange_message					Quer manter estas opções gráficas? Estas alterações serão revertidas em
graphicschange_time						segundos.
graphicschange_accept					Aceitar
graphicschange_revert					Reverter

# =============================================================================
# Script
# =============================================================================

scriptdebugger_title                    Depurador de script (F3)

# =============================================================================
# Mod Confirmation
# =============================================================================

modnotification_title                   Diferenças encontradas na mod
modnotification_info                    Estas mods foram utilizadas quando a prisão atual foi salva. É recomendável baixar e ativá-las antes de carregar esta prisão.
modnotification_playnow                 Jogar agora
modnotification_active                  Ativa
modnotification_inactive                Inativa
modnotification_new                     Nova
modnotification_unknown                 Desconhecida
modnotification_popup_title             Diferença de mod
modnotification_popup_active            Esta mod está ativa no momento. Clique para desativar.
modnotification_popup_inactive          Esta mod está inativa no momento. Clique para ativar.
modnotification_popup_new_url           Esta é uma nova mod. Clique para abrir o link no navegador.
modnotification_popup_new_steam         Esta é uma nova mod do Steam. Clique para se inscrever e baixar a mod agora.
modnotification_popup_unknown           Não foi possível determinar a origem dessa mod. Encontre e instale essa mod manualmente.

# =============================================================================
# Biography
# =============================================================================

biography_search                        Parar e revistar
biography_selected                      SELECIONADO
biography_prisoner_name                 *S, *F
biography_prisoner_number               Detento nº*X
biography_prisoner_age                  Idade: *X
biography_prisoner_traits               Características:
biography_prisoner_convicted            Condenado por *C (alegou *P)
biography_prisoner_sentenced            Sentenciado a *X anos de prisão
biography_parole_now                    Qualificado para liberdade condicional
biography_parole_later                  Estará qualificado para liberdade condicional em *X anos
biography_prisoner_served               Cumpriu *X anos
biography_prisoner_priors               Antecedentes: 


# =============================================================================
# Rap Sheet
# =============================================================================

rapsheet_age							Idade:
rapsheet_category						Categoria:
rapsheet_traits							Características:
rapsheet_conviction_text				*C - *Y anos
rapsheet_found_text						(Alegado: *P)
rapsheet_convictions					Condenações
rapsheet_misconductstitle				Má conduta recente
rapsheet_biography                      Biografia
rapsheet_guilty							Culpado
rapsheet_notguilty						Inocente
rapsheet_served							Cumprido
rapsheet_served_time					Cumpriu *Y anos
rapsheet_time							*Y anos
rapsheet_bio							Sentenciado a *Y anos por *A.
rapsheet_bio_med						Sentenciado a *Y anos por vários crimes, incluindo *A e *B.
rapsheet_bio_long						Sentenciado a *Y anos por vários crimes, incluindo *A, *B e *C.
rapsheet_category_minsec				Segurança Mínima
rapsheet_category_normal				Segurança Média
rapsheet_category_maxsec				Segurança Máxima
rapsheet_category_protected             Custódia Preventiva
rapsheet_category_supermax              SuperMax
rapsheet_category_deathrow              Corredor da Morte
rapsheet_tab_biography                  Biografia
rapsheet_tab_experience                 Experiência
rapsheet_tab_grading                    Classificação
rapsheet_tab_character                  Caráter
rapsheet_punish                         Punições
rapsheet_recruit                        Informantes

rapsheet_timeinside                     *X dias na sua prisão
rapsheet_timeinside_hours               *X horas na sua prisão
rapsheet_mood                           Humor
rapsheet_activity                       Atividade
rapsheet_condition                      Condição
rapsheet_program                        Programa
rapsheet_passchance                     Chance de sucesso
rapsheet_reformhistory                  Histórico de Programas de Reintegração

rapsheet_reform_success                 Sucesso
rapsheet_reform_successcount            Finalizado *X vezes
rapsheet_reform_failed                  Fracasso
rapsheet_reform_failcount               Reprovado *X vezes

rapsheet_grading_punishment             Punições
rapsheet_grading_health                 Saúde
rapsheet_grading_security               Segurança
rapsheet_grading_reform                 Reintegração
rapsheet_grading_points                 *X pontos: 
rapsheet_grading_penalties              *X penalidades: 

rapsheet_scheduleexecution              Execução agendada


punish_lockdown_6                       Trancado (6hrs)
punish_lockdown_12                      Trancado (12hrs)
punish_lockdown_24                      Trancado (24hrs)
punish_solitary_6                       Solitária (6hrs)
punish_solitary_12                      Solitária (12hrs)
punish_solitary_24                      Solitária (24hrs)
punish_solitary_perm                    Solitária (Permanente)
punish_lockdown_perm                    Trancado (Permanente)
punish_solitary                         Solitária
punish_lockdown                         Fechar celas
punish_none                             Nenhum
punish_timer                            *Xh *Ym
punish_timer_minutes                    *Xm
punish_active                           ATIVA
punish_permanent                        (Permanente)
punish_end                              Terminar punição

# =============================================================================
# Misconducts
# =============================================================================

misconduct_reporttype_none                  Nenhum
misconduct_reporttype_complaint             Reclamação
misconduct_reporttype_destruction           Destruição
misconduct_reporttype_escapeattempt         Tentativa de fuga
misconduct_reporttype_injuredprisoner       Ataque a detentos
misconduct_reporttype_injuredstaff          Ataque a funcionários
misconduct_reporttype_seriousinjury         Agressão violenta
misconduct_reporttype_murder                Assassinato
misconduct_reporttype_contrabandweapons     Portando armas
misconduct_reporttype_contrabandtools       Portando ferramentas
misconduct_reporttype_contrabandnarcotics   Portando drogas
misconduct_reporttype_contrabandluxuries    Portando itens de luxo
misconduct_reporttype_intoxicated           Intoxicação
misconduct_title                            =[Más Condutas]=

misconduct_report_addiction                 Viciado em *X
misconduct_report_recoving                  Desintoxicando de *X
misconduct_report_alcoholic                 Alcoólatra
misconduct_report_recovingalcoholic         Desintoxicando do alcoolismo


# =============================================================================
# Research Names + Captions
# =============================================================================

research_required                       Você precisa de *X para elaborar esse relatório.
research_requireunlock                  Você deve pesquisar '*X' para desbloquear este relatório
research_approved                       APROVADO
research_cost                           Custo: *X
research_costperitem                    + *X por item.
research_timetounlock                   Tempo restante: *X horas
research_movementpenalty                Penalidade no movimento: *X%
research_protectionbonus                Proteção: *X%
research_tap_to_authorise               TOQUE PARA AUTORIZAR

research_none                           Nenhum
research_warden                         Diretor
research_maintainance                   Manutenção
research_security                       Segurança
research_legal                          Jurídico
research_mentalhealth                   Psicologia
research_finance                        Finanças
research_landexpansion                  Expansão de propriedade
research_cctv                           Vigilância
research_riotguards                     Tropa de choque
research_health                         Saúde
research_cleaning                       Limpeza
research_groundskeeping                 Jardinagem
research_clone                          Clonagem
research_deployment                     Ação
research_patrols                        Rondas
research_dogs                           Cachorros
research_prisonlabour                   Trabalho prisional
research_education                      Educação
research_contraband                     Inteligência
research_policy                         Política Prisional
research_armoury                        Arsenal
research_bodyarmour                     Colete
research_tazers                         Tasers
research_tazersforeveryone              Tasers liberados
research_bankloans                      Empréstimo bancário
research_lowertaxes1                    Isenção de impostos
research_lowertaxes2                    Paraíso fiscal
research_remoteaccess                   Acesso remoto
research_extragrant                     Subsídio adicional
research_advancedmanagement             Microgerenciamento
research_deathrow                       Corredor da Morte
research_permanentpunishment            Punições permanentes
research_removemincellsize              Celas pequenas
research_reduceexecutionliability       Redução da responsabilidade de execução
research_legalprep                      Estudo legal
research_legaldefense                   Defesa legal

researchtooltip_warden                  Desbloqueia o Diretor e todo o sistema Burocrático. Contrate-o a partir da barra de ferramentas da Equipe.\n\nComo todo Administrador, ele requer um escritório para trabalhar.
researchtooltip_security                Desbloqueia o Chefe da Segurança, que pode ser contratado a partir da barra de ferramentas da Equipe. O chefe dá acesso à tela de Alocação e a um relatório em tempo real do nível de perigo da sua prisão, geralmente prevendo futuros problemas.\
researchtooltip_maintenance             Desbloqueia o Mestre de Obras. Contrate-o a partir da barra de ferramentas da Equipe.\n\nComo todo Administrador, ele requer um escritório para trabalhar.
researchtooltip_legal                   Desbloqueia o Advogado, que pode ser contratado através da barra de ferramentas da Equipe. Desbloqueia várias opções de pesquisa que lhe dão maior controle sobre a prisão.\n\nComo todo Administrador, ele requer um escritório para trabalhar.
researchtooltip_deployment              Desbloqueia a visão de Alocação na barra de ferramentas principal e permite que você atribua Guardas aos setores da sua prisão.
researchtooltip_patrols                 Permite que você defina rondas em áreas cruciais da sua prisão (como no perímetro) e designe guardas para patrulhar essas áreas.
researchtooltip_dogs                    Desbloqueia o Adestrador e o Cão de Guarda. Eles são peritos em detectar o contrabando e os túneis de fuga em sua prisão.\n\nOs cães também são muito rápidos, o que permite que eles persigam os detentos com facilidade.
researchtooltip_cctv                    Desbloqueia câmeras CITV e monitores de segurança. Use-os para vigiar partes da sua prisão não cuidadas por humanos. Também desbloqueia o sistema de Escuta Telefônica, o qual permite que você ouça as conversas telefônicas dos detentos e obtenha informações importantes.
researchtooltip_remoteaccess            Desbloqueia equipamentos de alta tecnologia para controle remoto e automação de portas. As portas podem ser abertas remotamente utilizando um Sistema de Controle de Portas (operado por um Guarda) ou por um Temporizador em determinado período do dia.
researchtooltip_riotguards              (ATUALMENTE NÃO TEM FINALIDADE)\nDesbloqueia a Tropa de Choque. Esses caras são blindados e conseguem lidar melhor com as situações violentas.
researchtooltip_maintainance            Desbloqueia o Mestre de Obras. Ele permite que você pesquise outras coisas, como Trabalho Prisional, ou outros membros da equipe, como o Jardineiro.\n\nComo todo Administrador, ele requer um escritório para trabalhar.
researchtooltip_clone                   Desbloqueia a ferramenta de clonar na barra de ferramentas principal. Use essa ferramenta para duplicar rapidamente áreas da sua prisão, tais como celas. Para usar, selecione a região a ser copiada com um arrasto do mouse segurando o botão direito e então clique com o esquerdo para carimbar uma cópia.
researchtooltip_groundskeeping          Desbloqueia o Jardineiro. Ele manterá as áreas externas limpas.
researchtooltip_cleaning                Desbloqueia o Faxineiro. Ele manterá limpas todas as áreas internas da sua prisão e também poderá ajudar nos serviços da Lavanderia.
researchtooltip_health                  Desbloqueia o Médico, junto com a Enfermaria e o Necrotério. Detentos e funcionários feridos serão levados a Enfermaria e os Médicos irão curá-los.
researchtooltip_MentalHealth            Desbloqueia o Psicólogo, que fornece informações valiosas sobre o estado psicológico dos Detentos a qualquer momento.\n\nComo todo Administrador, ele requer um escritório para trabalhar.
researchtooltip_finance                 Desbloqueia a Contadora, que lhe dá acesso ao relatório financeiro da sua prisão.\n\nTambém permite que você gaste mais que o seu rendimento diário lhe permitiria, contanto que você tenha saldo positivo.\n\nComo todo Administrador, ela requer um escritório para trabalhar.
researchtooltip_landexpansion           Autoriza a compra de lotes de terra vizinhos e, portanto, expande o tamanho da sua prisão além dos limites iniciais.
researchtooltip_prisonlabour            Permite que você coloque seus detentos para trabalhar na prisão (cozinhar, limpar, etc), economizando nos salários dos funcionários, ganhando dinheiro e ensinando a seus detentos novas habilidades ao mesmo tempo.\n\nTambém desbloqueia a Oficina e a Lavanderia.
researchtooltip_education               Permite que você disponibilize programas de reintegração educacional para seus detentos, utilizando professores terceirizados.
researchtooltip_contraband              Treinamento para que seus Guardas fiquem melhores em rastrear e recuperar contrabandos. Desbloqueia o relatório de Oferta e Procura de contrabando, a tela de Contrabando (que exibe todos os locais de roubos possíveis dentro da sua prisão) e rastreia todos os contrabandos recuperados até o local onde foram passados ou roubados.\n\nTambém desbloqueia a capacidade de recrutar prisioneiros como Informantes Confidenciais.\n\nTambém desbloqueia a exibição de inteligência de gangue.
researchtooltip_policy                  Desbloqueia o Relatório de Política, permitindo que você aumente ou diminua a punição para todos os tipos de más condutas, bem como ativar automaticamente a revista de detentos malcomportados e sua cela.\n\nTambém permite que você controle a política nutricional, alterando a quantidade e variedade de comida servida aos presos.
researchtooltip_armoury                 Desbloqueia o Arsenal e permite que você tenha guardas armados na sua prisão.
researchtooltip_bodyarmour              Equipa todos os seus Guardas, Guardas Armados e Adestradores com coletes. Estes coletes ajudam a absorver danos durante uma luta, porém os guardas irão se mover lentamente.\n\nOs guardas devem visitar o Arsenal para adquirir este equipamento, e todos os coletes comprados dessa maneira têm um custo.
researchtooltip_tazers                  Permite que seus Guardas Armados carreguem Tasers, uma potente arma de tiro único que atordoa a maioria dos alvos instantaneamente. Tasers podem ser disparadas uma vez e requerem uma hora para recarregar.\n\nGuardas Armados devem visitar o Arsenal para obter este equipamento, e cada taser comprada dessa maneira tem um custo.
researchtooltip_tazersforeveryone       Estende o programa de Tasers para que os Guardas normais também possam carregar uma Taser para defesa.\n\nEles devem visitar o Arsenal para adquirir esse equipamento e terá um custo por cada Taser adquirida dessa forma.
researchtooltip_bankloans               Permite que você pegue grandes quantias de dinheiro emprestado do banco em troca de pagamentos diários de juros. Pagar os seus empréstimos faz com que o seu limite aumente e lhe garante pegar quantias ainda maiores depois.
researchtooltip_lowertaxes1             Aproveita os incentivos fiscais do governo e reduz a taxa efetiva do Imposto Institucional para 15%.\n\nVocê reduzirá $ 1.500 em impostos a cada $ 10.000 de lucro diário.
researchtooltip_lowertaxes2             Sua contadora dará um bom jeitinho, movendo todas as suas contas oficiais e documentos para um país estrangeiro com uma taxa muito atrativa. Sua taxa efetiva do Imposto Institucional cairá para próximo de 1%.\n\nVocê economizará um total de $ 3.000 em impostos para cada $ 10.000 de lucro diário.
researchtooltip_extragrant              Permite que você tenha até três subsídios ao mesmo tempo, em vez de dois.
researchtooltip_advancedmanagement      Fornece as ferramentas para gerenciar pontualmente aspectos da sua prisão para que atenda exatamente os seus requisitos.\n\nDesbloqueia a logística de comida, permitindo que você defina quais cozinhas suprem quais cantinas e em quais cantinas os detentos devem comer. Da mesma maneira, a logística de Lavanderia permite redefinir quais blocos de celas são servidos por determinadas lavanderias.\n\nTambém desbloqueia a Agenda de Ações, para personalizar o acionamento de guardas em diferentes horários do dia.\n\nDesbloqueia a Agenda do Programa de Reintegração, para você substituir manualmente a agenda diária de programas.
researchtooltip_permanentpunishment     Às vezes estar na prisão não significa estar trancafiado o suficiente. O seu advogado pode preencher a papelada necessária para que você possa confinar detentos em uma cela, permanentemente.
researchtooltip_removemincellsize       As celas de sua prisão requerem um certo espaço para atender a requisitos legais. Imagine quantas celas a mais você poderia criar se não existissem empecilhos! Remove os requisitos de tamanho mínimo para celas comuns.
researchtooltip_reduceexecutionliability O seu advogado batalha pela redução na força de acusação necessária para que os procedimentos do corredor da morte sejam iniciados. Reduz o número de recursos que um prisioneiro recebe antes de você poder agendar sua execução.
researchtooltip_legalprep               Problemas acontecem em toda prisão de vez em quando e alguns desses problemas têm sérias consequências legais. Seu advogado adiantará a papelada para ajudar a manter a situação sob controle caso aconteça algo errado, porém isso precisa ser feito antecipadamente.
researchtooltip_legaldefense            Você está numa situação complicada. Algo deu errado e você está sob aviso. Se você não for capaz de controlar a situação, seu advogado pode ajudar você a escapar da forca. Ao completar essa pesquisa, todos os avisos que podem resultar na sua demissão serão removidos. 

research_legaldefense_adviser1          Parece que seu advogado preencheu alguns documentos que estão protegendo você das consequências dessa bagunça. Acho que eu não posso demitir você. Por enquanto.
research_legaldefense_adviser2          Retome o controle da sua prisão, imediatamente, e garanta que ela permaneça na linha. Esse jeitinho não funcionará novamente e não protegerá você para sempre.

research_missingadministrator           REQUER:



# =============================================================================
# Room Requirements
# =============================================================================

roomrequirement_required                REQUER:
roomrequirement_recommended             Recomendado:
roomrequirement_minimumsize             Tamanho mínimo *W x *H
roomrequirement_minimumsize_short	Tamanho *W x *H
roomrequirement_indoor                  Interno
roomrequirement_outdoor                 Externo
roomrequirement_solidground             Terra firme
roomrequirement_secure                  Seguro (atrás de pelo menos uma porta)
roomrequirement_secure_short		Seguro
roomrequirement_enclosed                Incluso (cercado por muros e portas)
roomrequirement_enclosed_short		Incluso
requirement_entrance                    Requer entrada
roomrequirement_title                   =[Requisitos do Setor]=
roomrequirement_passed                  [APROVADO] 
roomrequirement_failed                  [REPROVADO] 
roomrequirement_adjacentobject          Adjacente à sala: 

# =============================================================================
# Unlocks
# =============================================================================

unlock_title                            DESBLOQUEADO

unlock_special_electricity              Sistemas elétricos
unlock_special_food                     Preparação de alimentos
unlock_special_officersafety            Segurança do Oficial
unlock_special_misbehavior              Má conduta
unlock_special_accounting               Contabilidade
unlock_special_gangs                    Gangues

unlock_electricity_caption              Permite a construção de estações de energia e cabos elétricos, fornecendo eletricidade a todos os dispositivos que a requerem.


# =============================================================================
# Advisers
# =============================================================================

click_to_continue                       Clique para continuar...
incoming_call                           Recebendo chamada...

adviser_name_unknown                    Desconhecida
adviser_name_ceo                        O Presidente
adviser_name_warden                     O Diretor
adviser_name_governer                   O Governador
adviser_name_chief                      O Chefe de Segurança
adviser_name_doctor                     O Médico
adviser_name_kingpin                    O Chefe do Crime
adviser_name_edwardshooter              Edward
adviser_name_edwardsinner               Edward
adviser_name_edwardinmate               Edward
adviser_name_edwardswife                Susan, esposa de Edward
adviser_name_priest                     O Padre
adviser_name_newsreader                 CNDC Notícias
adviser_name_mayor 						Prefeito Calvin Heller


# =============================================================================
# Valuation, Reports etc
# =============================================================================

report_staff                            Equipe
report_prisoners                        Detentos
report_jobs                             Trabalhos
report_needs                            Necessidades
report_threats                          Ameaças
report_regime                           Regime
report_policy                           Política
report_grants                           Subsídios
report_finance                          Finanças
report_valuation                        Avaliação
report_contraband                       Contrabando
report_programs                         Programas
report_schedule                         Agenda
report_intake                           Admissão

report_grants_bankloan                  Empréstimo bancário
report_grants_bankloan_text             Você pode pedir emprestado grandes quantias do banco. Em troca, o banco irá cobrar juros a cada dia, que você deve pagar através do seu fluxo de caixa.\n\nEnquanto você fizer pagamentos regulares, seu limite de credito irá aumentar e o banco permitirá mais empréstimos. Porém, se você deixar de pagar, a sua classificação de crédito será dizimada e o banco recusará novos empréstimos.\n\nObs.: o seu empréstimo nunca será quitado só com o pagamento dos juros diários.
report_grants_max1                      Você pode aceitar apenas um subsídio por vez.\nUtilize sua contadora para aumentar esse limite.
report_grants_max2                      Você pode aceitar não mais que dois subsídios por vez.\nUtilize sua contadora para aumentar esse limite.
report_grants_max3                      Você não pode aceitar mais que três subsídios por vez.
report_grants_bankloan_amount           Empréstimo Atual: *X
report_grants_bankloan_interest         *X juros por dia
report_grants_bankloan_max              Empréstimo máximo: *X
report_grants_creditrating              Sua pontuação de crédito: *X
report_grants_inprogress_tt             (EM PROGRESSO)
report_grants_completed_tt              (FINALIZADO)
report_grants_locked_tt                 (BLOQUEADO)
report_grants_advancepayment            *X pagamento adiantado
report_grants_completionbonus           *X bônus ao completar
report_grants_objectives                [Objetivos]
report_grants_prereqs                   [Pré-requisitos]
report_grants_completed                 FINALIZADO
report_grants_locked                    Bloqueado
report_grants_inprogress                Em progresso
report_grants_hidden                    (*X escondidos)
report_grants_taptoaccept               TOQUE PARA ACEITAR
report_grants_cancelfee                 Custo de cancelamento: *X

report_staff_title                      Equipe *X
report_prisoners_title                  Detentos *X
report_staff_group_builders             Operários
report_staff_group_guards               Guardas
report_staff_group_staff                Equipe
report_staff_group_administrators       Administradores
report_staff_group_prisoners            Detentos
report_staff_group_prisoners_high       Segurança Máxima
report_staff_group_prisoners_normal     Segurança Média
report_staff_group_prisoners_low        Segurança Mínima
report_staff_group_prisoners_protected  Custódia Preventiva
report_staff_group_prisoners_supermax   SuperMax
report_staff_group_prisoners_deathrow   Corredor da Morte

report_staff_fire                       DEMITIR

report_intake_title                     Admissão
report_intake_catheader_cat             Categoria
report_intake_catheader_pay             Pagamento
report_intake_catheader_available       Disponível
report_intake_catheader_amount          Relação
report_intake_next_header               Próxima admissão: *X
report_intake_cat_minsec                Seg. Mín.
report_intake_cat_normal                Seg. Méd.
report_intake_cat_maxsec                Seg. Máx.
report_intake_cat_deathrow              Corredor da Morte
report_intake_slider_minsec             Ajuste a relação de admissão de Seg. Mín.
report_intake_slider_normal             Ajuste a relação de admissão de Seg. Méd.
report_intake_slider_maxsec             Ajuste a relação de admissão de Seg. Máx.
report_intake_slider_deathrow           Ajuste a relação de admissão de Corredor da Morte.
report_intake_closed                    FECHADO
report_intake_locked                    TRANCADO
report_intakemaxperdaydesc              Admissão diária
report_intakemaxperdaydesc_tooltip      A quantidade de detentos que você deseja receber na próxima admissão
report_intakemaxperdaydecr              <<
report_intakemaxperdayincr              >>
report_intakemaxperdaynone              Nenhum
report_intakemaxperdayall               Todos
reports_intakedelivernow                Enviar agora
report_intakepayment                    Pagamento
report_intakeall                        TODOS
report_intake_list_tooltip_title        Categoria de Admissão
report_intake_list_tooltip              Uma lista de todas as categorias que você pode receber na sua prisão.\n\nA pilha mostra o total de detentos disponíveis para serem enviados em cada categoria. Esta quantidade crescerá ao longo do tempo dependendo da razão definida.\n\nVocê pode ajustar as barras deslizantes para alterar a proporção de categorias de prisioneiros que receberá na próxima admissão.
report_intake_list_tooltip_dr           \n\nDetentos no Corredor da Morte necessitam de uma cela específica para Corredor da Morte antes de serem transferidos para sua prisão. O fluxo de Corredor da Morte é bem mais lento que um fluxo normal e você nem sempre terá um aumento na fila do Corredor da Morte. Esses detentos são a minoria.
report_intake_buttons_tooltip_title     Próxima admissão
report_intake_buttons_tooltip           Você pode aumentar ou diminuir o número de detentos que deseja receber na próxima admissão através dessa seção.\n\nSelecionar "Nenhum" irá fechar sua prisão para novos detentos, enquanto selecionar "Todos" receberá todos os detentos disponíveis.\n\nO número de detentos de cada categoria é ajustado com as barras deslizantes acima.
report_intake_overview_tooltip_title    Visão Geral da Admissão
report_intake_overview_tooltip          Aqui você pode ver a próxima entrega de detentos e o valor que você receberá. A quantidade de detentos a receber e suas categorias podem ser alteradas com as barras e botões acima. O valor do pagamento é baseado no número de detentos em cada categoria.

valuation_categoryprison                Valor da prisão
valuation_construction                  Tijolos e argamassa
valuation_objects                       Instalações e mobiliário
valuation_stock                         Estoque e materiais
valuation_staff                         Equipe
valuation_startupgrant                  Subsídio Inicial
valuation_capacity                      Capacidade carcerária
valuation_cash                          Dinheiro
valuation_debt                          Empréstimos bancários
valuation_categoryperformance           Proteção e segurança
valuation_bonustimewithoutincident      [Bônus] Tempo sem incidentes
valuation_finedeath                     [Penalidade] Mortes em 24h
valuation_fineescape                    [Penalidade] Fugas em 24h
valuation_total                         TOTAL
valuation_sell                          VENDER
valuation_sellprison                    VENDER PRISÃO
valuation_sell_tooltip                  Vender a sua prisão permitirá que você utilize os lucros dessa prisão e comece uma nova com um valor financeiro maior.\n\nVocê ainda poderá administrar essa prisão, mas só pode vendê-la uma vez. Todo o lucro da venda será transferido para o seu novo local. 
valuation_sold                          Esta prisão foi vendida por *X
valuation_donotown                      Você não pode vender essa prisão, pois você não é dono dela.
valuation_sellsome                      Vender ações
valuation_buysome                       Comprar ações
valuation_shares                        Comprar e Vender Ações
valuation_shares_tooltip                Você pode negociar até 50% da sua prisão como ações para investidores externos. Você será pago em dinheiro a vista. Em retorno ao investimento deles, os acionistas receberão uma fração do valor total de venda quando você vender sua prisão.\n\nExemplo: se você vender 30% de ações da prisão, só receberá 70% do valor da venda final. Você pode comprar ações de volta que tenha vendido anteriormente, mas o custo poderá ser mais alto que o valor da venda que você recebeu.
valuation_ownership                     Você detém *X% da sua prisão
valuation_saleprice                     Valor de Venda: *X
valuation_title                         =[AVALIAÇÃO]=
valuation_totalprisonvalue              Valor total da prisão: *X
valuation_subcashreserves               - dinheiro em reserva: *X
valuation_tenpercentprice               Valor por 10%: *X
valuation_profit                        Seu Lucro: *X
valuation_tap_to_authorise              TOQUE PARA AUTORIZAR

salecondition_title                     REQUISITOS DE VENDA
salecondition_cannotsell                Você não pode vender sua prisão ou negociar ações até que os requisitos abaixo sejam atendidos.
salecondition_minimumvalue              Valor mínimo de $ 50.000
salecondition_cashflow                  Fluxo de caixa positivo
salecondition_accountant                Contadora no local
salecondition_minprisoners              No mínimo 20 detentos
salecondition_recentdeaths              Sem mortes recentes
salecondition_recentescapes             Sem fugas recentes
salecondition_passed                    [APROVADO] 
salecondition_failed                    [REPROVADO] 

policy_title                            INCIDENTE
policy_search                           - REVISTA -
policy_prisoner                         ELE
policy_cell                             CELA
policy_punishment                       PUNIÇÃO
policy_quantity                         VEZES
policy_punishmenttime                   *X hrs
policy_mealcost                         $*X / dia
policy_totalmealcost                    (TOTAL: $*X / dia)

job_construct                           Construir *X
job_installobject                       Instalar *X
job_installobjectinroom                 Instalar *X em *Y
job_moveobject                          Mover *X
job_moveobjecttoroom                    Mover *X para *Y
job_loadobjectinto                      Colocar *X em *Y
job_storeobject                         Armazenar *X em *Y
job_dismantleobject                     Desmontar *X
job_dumpobject                          Jogar *X no lixo
job_repairobject                        Reparar *X
job_operateequipment                    Operar *X
job_escortprisoner                      Escoltar detento para *X
job_punishprisoner                      Punir detento
job_searchobject                        Revistar *X
job_searchentity                        Revistar detento
job_searchingentity						Revistando detento
job_searchcell                          Revistar cela
job_searchcellblock                     Revistar bloco
job_improvecellindoor                   Limpar área interna
job_improvecelloutdoor                  Limpar área externa
job_opendoor                            Abrir porta trancada
job_giveuniform                         Levar uniforme ao detento
job_failurecount                        Reprovado *X vezes
job_feedprisoner                        Levar comida ao detento
job_healprisoner                        Curar detento
job_delivermail                         Entregar correspondência
       
finances_title                          Finanças
finances_income                         Receitas
finances_expenses                       Despesas
finances_total                          Total
finances_profit                         Líquido
finances_timewithoutincident            (*X dias)
finances_dailyincome                    *X / dia

finances_category_federalgrant          Subsídio Federal
finances_category_minsecprisoners       Subsídio para Seg. Mín.
finances_category_medsecprisoners       Subsídio para Seg. Méd.
finances_category_maxsecprisoners       Subsídio para Seg. Máx.
finances_category_prisoners             Subsídio de detentos
finances_category_workmen               Salário dos operários
finances_category_guards                Salário dos guardas
finances_category_admin                 Salário administrativo
finances_category_staff                 Salário dos funcionários
finances_category_food                  Comida
finances_category_electricity           Eletricidade
finances_category_workshops             Oficinas
finances_category_loaninterest          Juros de empréstimo
finances_category_reformprogs           Programas de reintegração
finances_category_noincident            Dias sem incidentes
finances_category_exports               Exportações (ontem)
finances_category_corptax               Imposto corporativo
finances_category_prisonerwages         Salários dos detentos (ontem)
finances_category_shoprevenue           Lucro da loja (ontem)

reports_foodtitle                       Política nutricional
meal_quantity                           Quantidade de alimentos
meal_variety                            Variedade de alimentos
meal_cost                               Custo por detento

reports_paroletitle                     Política de Liberdade Condicional
parole_title                            Taxa para sair em liberdade condicional
parole_info                             Limite: *P%
parole_desc                             Se um detento possuir taxa de reincidência menor que esse valor, ele será liberado ao final da audiência de liberdade condicional.
parole_fine                             Multa por Reincidência do Detento
parole_reward                           Bônus por Liberdade Antecipada

victory_title                           CERTIFICAÇÃO

victory_PrisonValue                     Valor da Prisão
victory_Income                          Lucro Diário
victory_Prisoners                       Capacidade
victory_PrisonersReleased               Detentos liberados
victory_prisonersdied                   Mortes sob Custódia
victory_prisonersescaped                Detentos Foragidos
victory_Bankrupt                        Falência
victory_Riot                            Rebelião não\ncontrolada
victory_TooManyDeaths                   Negligência\ncriminal
victory_TooManyEscapes                  Desastre em\nsegurança
victory_failure                         FRACASSO
victory_warning                         AVISO
victory_remaining                       faltando
victory_death                           MORTES
victory_escapes                         FUGAS
victory_counter                         (*X hoje)
victory_executions                      Execuções ilegais
victory_innocentsexecuted               Detento inocente executado

victory_warning_bankrupt                Você tem 24 horas para reverter esse desastre financeiro.
victory_warning_riot                    Acabe com essa rebelião logo ou o governo será forçado a assumir o controle.
victory_warning_toomanydeaths           Você será indiciado se mais mortes ocorrerem hoje.
victory_warning_toomanyescapes          Você será demitido se mais fugas ocorrerem hoje.

victory_prisoners_units                 Lugares
victory_prisonersreleased_units         Liberados
victory_toomanydeaths_units             Mortes
victory_toomanyescapes_units            Fugas
victory_prisonersparoled                Detentos em liberdade condicional
victory_prisonersreoffended             Detentos reincidentes

victory_adviserwarning_toomanydeaths1   Ontem foi um capítulo negro na história dessa prisão. Muitos perderam a vida aqui.
victory_adviserwarning_toomanydeaths2   Ninguém mais pode morrer hoje, senão você será indiciado por negligência criminal.
